Project Name,Country,Country Full Name,Region,Date Online,Status,Technology Category,Production Technology,Carbon Capture,Type of Electricity Used for Production,Hydrogen Product,End Use,IEA zero-carbon estimated normalized capacity,Electricty Used Color(Feedstock),Latitude,Longitude
Cotbus,DEU,Germany,Europe,2012,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,30,Green - Renewables,51.165691,10.451526
Eucolino Schwandorf,DEU,Germany,Europe,2012,Operational,Electrolysis,Unknown PtX,No,Other,H2,Grid Injection,24,Green - Renewables,51.165691,10.451526
Agios Efstratios,GRC,Greece,Europe,2012,Operational,Electrolysis,Unknown PtX,No,Other,H2,Power,22.22,Green - Renewables,39.074208,21.824312
Hydrogen mini grid system Yorkshire (Rotherham),GBR,United Kingdom,Europe,2012,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,6.52,Green - Renewables,55.378051,-3.435973
"Fronius Energy Cell, self-sufficient house",AUT,Austria,Europe,2012,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,1.7,Pink - Nuclear,47.516231,14.550072
Hitachi Zosen - PTTEP CO2 Conversion to Methane Project R&D),THA,Thailand,Asia and Pacific,2012,DEMO,Electrolysis,Unknown PtX,No,Other,CH4,CH4 Grid Injection,,Green - Renewables,15.870032,100.992541
Commercial Plant Svartsengi/George Olah plant,ISL,Iceland,Europe,2011,Operational,Electrolysis,Unknown PtX,No,Other,MeOH,Methanol,1200,Green - Renewables,64.963051,-19.020835
"Hamburg Hafen City, CEP",DEU,Germany,Europe,2011,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,120,Green - Renewables,51.165691,10.451526
"Hybrid Power Plant Enertrag, Prenzlau",DEU,Germany,Europe,2011,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,120,Green - Renewables,51.165691,10.451526
"EnBW H2 station, Stuttgart",DEU,Germany,Europe,2011,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,60,Green - Renewables,51.165691,10.451526
Ramea Wind-Hydrogen-Diesel Project,CAN,Canada,North America,2011,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,27,Green - Renewables,56.130366,-106.346771
Hydrogen Island Bozcaada,TUR,Turkey,Asia and Pacific,2011,Operational,Electrolysis,Unknown PtX,No,Other,H2,Power,11,Green - Renewables,38.963745,35.243322
DNV Kema/DNV GL,NLD,Netherlands,Europe,2011,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Grid Injection,1.92,Pink - Nuclear,52.132633,5.291266
"HARP System, Bella Coola",CAN,Canada,North America,2010,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,60,Green - Renewables,56.130366,-106.346771
H2KT - Hydrogen Energy Storage in Nuuk,DNK,Denmark,Europe,2010,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,19,Green - Renewables,56.26392,9.501785
ITHER,ESP,Spain,Europe,2010,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,14.13,Green - Renewables,40.463667,-3.74922
H2SusBuild,GRC,Greece,Europe,2010,DEMO,Electrolysis,Unknown PtX,No,Other,H2,Power,47.83,Green - Renewables,39.074208,21.824312
"Hybrid energy storage system NFCRC, California",USA,United States,North America,2010,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,1.35,Pink - Nuclear,37.09024,-95.712891
Nukissiorfiit Nuuk Hydrogen Plant,DNK,Denmark,Europe,2010,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,,Green - Renewables,56.26392,9.501785
"Centre of Fuel Cell Technology, Chennai",IND,India,Asia and Pacific,2012,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,2,Pink - Nuclear,20.593684,78.96288
"Hychico, Comodoro Rivadavia",ARG,Argentina,Central and South America,2009,Operational,Electrolysis,Alkaline Electrolysis,No,Onshore wind,H2,Power,180,Green - Renewables,-38.416097,-63.616672
Taleghan solar hydrogen energy system,IRN,Iran,Middle East,2009,Operational,Electrolysis,Unknown PtX,No,Other,H2,Power,44.44,Green - Renewables,32.427908,53.688046
Istanbul,TUR,Turkey,Asia and Pacific,2009,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,30,Green - Renewables,38.963745,35.243322
AltHytude,FRA,France,Europe,2009,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,CH4,Other Industries,17.39,Green - Renewables,46.227638,2.213749
Regenerativer Energipark Ostfalia/hybrid renewable energy park (HREP),DEU,Germany,Europe,2009,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,1.3,Green - Renewables,51.165691,10.451526
DRI CO2 recycling,USA,United States,North America,2009,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Other Industries,0.96,Pink - Nuclear,37.09024,-95.712891
Neo Olvio of Xanthi,GRC,Greece,Europe,2009,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,0.77,Pink - Nuclear,39.074208,21.824312
HYLINK Totara,NZL,New Zealand,Asia and Pacific,2009,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,0.48,Pink - Nuclear,-40.900557,174.885971
Baglan Energy Park Wales,GBR,United Kingdom,Europe,2008,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,10,Green - Renewables,55.378051,-3.435973
"Synthetic Energy, Idaho",USA,United States,North America,2008,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Other Industries,7,Pink - Nuclear,37.09024,-95.712891
Hydepark,TUR,Turkey,Asia and Pacific,2008,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,1.35,Pink - Nuclear,38.963745,35.243322
"Stand-alone power system, Neo Olvio of Xanthi",GRC,Greece,Europe,2008,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,0.7,Pink - Nuclear,39.074208,21.824312
"HYLINK, Totara Valley",NZL,New Zealand,Asia and Pacific,2008,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,0.09,Pink - Nuclear,-40.900557,174.885971
RES2H2 Gran Canaria,ESP,Spain,Europe,2007,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,11.96,Green - Renewables,40.463667,-3.74922
"H2 from the sun, Brunate",ITA,Italy,Europe,2007,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,1.52,Green - Renewables,41.87194,12.56738
CEC Denizli Turkey,TUR,Turkey,Asia and Pacific,2007,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,0.7,Pink - Nuclear,38.963745,35.243322
"CUTE and HyFLEET:CUTE, Barcelona",ESP,Spain,Europe,2006,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,60,Green - Renewables,40.463667,-3.74922
Savli wind-hydrogen demo project,IND,India,Asia and Pacific,2013,Operational,Electrolysis,Unknown PtX,No,Other,H2,Power,1.11,Green - Renewables,20.593684,78.96288
"Dahej, Reliance, back-up hydrogen supply",IND,India,Asia and Pacific,2014,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,444,Green - Renewables,20.593684,78.96288
"HARI project, West Beacon Farm",GBR,United Kingdom,Europe,2004,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,7.39,Green - Renewables,55.378051,-3.435973
"Porto, CUTE",PRT,Portugal,Europe,2003,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,60,Green - Renewables,39.399872,-8.224454
Energiepark Mainz,DEU,Germany,Europe,2014,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Onshore wind,H2,Transportation,1153.85,Pink - Nuclear,51.165691,10.451526
INGRID,ITA,Italy,Europe,2016,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,250,Green - Renewables,41.87194,12.56738
Tohoku pilot plant in 2003,JPN,Japan,Asia and Pacific,2003,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Other Industries,4,Green - Renewables,36.204824,138.252924
Gwalpahari Solar-Hydrogen demonstration,IND,India,Asia and Pacific,2015,Operational,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,26.67,Green - Renewables,20.593684,78.96288
Solar Energy Centre SmartFuel hydrogen station ,IND,India,Asia and Pacific,2015,Operational,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,,Green - Renewables,20.593684,78.96288
FaHyence,FRA,France,Europe,2017,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,30,Green - Renewables,46.227638,2.213749
CPI Zaoquan thermal power plant in China's Ningxia region,CHN,China,Asia and Pacific,2017,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,20,Green - Renewables,35.86166,104.195397
Laboratory Plant HRI Quebec,CAN,Canada,North America,2001,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,1,Green - Renewables,56.130366,-106.346771
Power plant in Lebanon for a Power Plant Cooling application,LBN,Lebanon,Middle East,2018,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,24.78,Green - Renewables,33.854721,35.862285
Minatec's semiconductor labs in Grenoble,FRA,France,Europe,2018,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Other Industries,12,Green - Renewables,46.227638,2.213749
Grimstad Renewable Energy Park,NOR,Norway,Europe,2000,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,10.87,Green - Renewables,60.472024,8.468946
Hypos - Sunfire,DEU,Germany,Europe,2019,DEMO,Electrolysis,Solid Oxide Electrolysis Cells,No,Other,H2,Other Industries,50,Yellow - Mixed Origin Grid Energy,51.165691,10.451526
Electrochaea: Biological methanation in Avedøre,DNK,Denmark,Europe,2014,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,CH4,CH4 Grid Injection,200,Green - Renewables,56.26392,9.501785
REMOTE - Agkistro (Greece,GRC,Greece,Europe,2021,Operational,Electrolysis,Unknown PtX,No,Hydropower,H2,Transportation,5.56,Green - Renewables,39.074208,21.824312
"REMOTE - Spain, Canary Island",ITA,Italy,Europe,2022,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Hydropower,H2,Transportation,15.38,Pink - Nuclear,41.87194,12.56738
Aman - Green Hydrogen Project,MRT,Mauritania,Africa,2030,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,H2,Ammonia,2309681.39,Green - Renewables,21.00789,-10.940835
HRS CMB Port of Antwerp,BEL,Belgium,Europe,2021,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Hydropower,H2,Transportation,230.77,Pink - Nuclear,50.503887,4.469936
Haldor Topsoe - El-Opgraderet Biogas I,DNK,Denmark,Europe,2013,DEMO,Electrolysis,Solid Oxide Electrolysis Cells,No,Hydropower,CH4,CH4 Grid Injection,10,Yellow - Mixed Origin Grid Energy,56.26392,9.501785
P2G-Biocat - Decommisioned,DNK,Denmark,Europe,2015,DEMO,Electrolysis,Alkaline Electrolysis,No,Hydropower,CH4,CH4 Grid Injection,100,Green - Renewables,56.26392,9.501785
H2 Logic HRS with onsite electrolysis in Vejle,DNK,Denmark,Europe,2013,Operational,Electrolysis,Alkaline Electrolysis,No,Hydropower,H2,Transportation,93.63,Green - Renewables,56.26392,9.501785
H2 Logic HRS with onsite electrolysis Holstebro,DNK,Denmark,Europe,2013,Operational,Electrolysis,Alkaline Electrolysis,No,Hydropower,H2,Transportation,93.63,Green - Renewables,56.26392,9.501785
H2 Logic 3 HRS with onsite electrolysis in Copenhagen,DNK,Denmark,Europe,2013,Operational,Electrolysis,Alkaline Electrolysis,No,Hydropower,H2,Transportation,280.9,Green - Renewables,56.26392,9.501785
Fertiberia/Iberdrola - Puertollano II (extension from Ref10),ESP,Spain,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,Ammonia,Ammonia,46666.67,Green - Renewables,40.463667,-3.74922
"Hyoffwind Zeebrugge, 1st phase",BEL,Belgium,Europe,2022,Under construction,Electrolysis,Unknown PtX,No,Offshore wind,H2,Transportation,222.22,Green - Renewables,50.503887,4.469936
"Hyoffwind Zeebrugge, 2nd phase",BEL,Belgium,Europe,2023,FID,Electrolysis,Unknown PtX,No,Offshore wind,H2,Transportation,5333.33,Green - Renewables,50.503887,4.469936
"Hyoffwind Zeebrugge, 3rd phase",BEL,Belgium,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Transportation,216666.67,Green - Renewables,50.503887,4.469936
Hyport,BEL,Belgium,Europe,2025,FID,Electrolysis,Unknown PtX,No,Onshore wind,H2,Transportation,11111.11,Green - Renewables,50.503887,4.469936
"""Waste-to-wheels"" Charleroi",BEL,Belgium,Europe,2022,FID,Electrolysis,Unknown PtX,No,Onshore wind,H2,Transportation,,Green - Renewables,50.503887,4.469936
"Power-to-Methanol, Antwerp, phase 1",BEL,Belgium,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,MeOH,Methanol,1963.23,Green - Renewables,50.503887,4.469936
Green Fuels for Denmark - Phase 1,DNK,Denmark,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,H2,Transportation,2222.22,Green - Renewables,56.26392,9.501785
Hystock (EnergyStock),NLD,Netherlands,Europe,2019,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Transportation,220,Pink - Nuclear,52.132633,5.291266
HAEOLUS,NOR,Norway,Europe,2022,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Onshore wind,H2,Transportation,500,Pink - Nuclear,60.472024,8.468946
FUTURECEM,DNK,Denmark,Europe,,Concept,Electrolysis,Unknown PtX,No,Hydropower,Various,Synfuels,22222.22,Green - Renewables,56.26392,9.501785
Primolyzer (R&D),DNK,Denmark,Europe,2010,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Hydropower,H2,Power,1,Pink - Nuclear,56.26392,9.501785
PROCON (R&D),DNK,Denmark,Europe,2010,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Hydropower,H2,Other Industries,,Pink - Nuclear,56.26392,9.501785
Foulum Demonstration plant,DNK,Denmark,Europe,2011,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Hydropower,CH4,CH4 Grid Injection,48.08,Pink - Nuclear,56.26392,9.501785
Green Natural Gas,DNK,Denmark,Europe,2011,DEMO,Electrolysis,Solid Oxide Electrolysis Cells,No,Hydropower,CH4,CH4 Grid Injection,10.53,Yellow - Mixed Origin Grid Energy,56.26392,9.501785
“Towards the Methane Society”,DNK,Denmark,Europe,2011,DEMO,Electrolysis,Unknown PtX,No,Hydropower,CH4,CH4 Grid Injection,,Green - Renewables,56.26392,9.501785
"MEDLYS, Medium temperature water electrolysis (R&D)",DNK,Denmark,Europe,2011,DEMO,Electrolysis,Unknown PtX,No,Hydropower,H2,Other Industries,,Green - Renewables,56.26392,9.501785
MeGa-stoRE,DNK,Denmark,Europe,2014,DEMO,Electrolysis,Alkaline Electrolysis,No,Hydropower,CH4,CH4 Grid Injection,1.4,Green - Renewables,56.26392,9.501785
MeGa-stoRE Optimising and Upscaling,DNK,Denmark,Europe,2015,DEMO,Electrolysis,Alkaline Electrolysis,No,Hydropower,CH4,CH4 Grid Injection,54.35,Green - Renewables,56.26392,9.501785
"Vestenskov/ Nakskov Industrial and Environmental Park, Lolland",DNK,Denmark,Europe,2007,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Hydropower,H2,Power,16,Pink - Nuclear,56.26392,9.501785
H2RES - Orsted offshore wind,DNK,Denmark,Europe,2022,Under construction,Electrolysis,Alkaline Electrolysis,No,Offshore wind,H2,Transportation,434.78,Green - Renewables,56.26392,9.501785
Samsø,DNK,Denmark,Europe,,Other/Unknown,Electrolysis,Alkaline Electrolysis,No,Hydropower,H2,Transportation,,Green - Renewables,56.26392,9.501785
Esbjerg green ammonia plant,DNK,Denmark,Europe,2027,Concept,Electrolysis,Unknown PtX,No,Hydropower,Ammonia,Ammonia,222222.22,Green - Renewables,56.26392,9.501785
HRS Aalborg,DNK,Denmark,Europe,2020,Operational,Electrolysis,Alkaline Electrolysis,No,Hydropower,H2,Transportation,60,Green - Renewables,56.26392,9.501785
eSMR Methanol demo plant in Aarhus University,DNK,Denmark,Europe,2022,DEMO,Electrolysis,Unknown PtX,No,Hydropower,MeOH,Methanol,587.26,Green - Renewables,56.26392,9.501785
HyCycle - Center for renewable H2 (R&D),DNK,Denmark,Europe,2008,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Methanol,,Pink - Nuclear,56.26392,9.501785
NEXPEL (R&D),NOR,Norway,Europe,2010,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,,Pink - Nuclear,60.472024,8.468946
Glomfjord Hydrogen AS,NOR,Norway,Europe,,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Hydropower,H2,Transportation,434.78,Green - Renewables,60.472024,8.468946
"HyNor Lillestrøm, Akershus Energy Park",NOR,Norway,Europe,2013,Operational,Biomass,Biomass,No,Other,H2,Transportation,10,Brown - Biomass ,60.472024,8.468946
Statkraft-CELSA-Mo green H2 for steel production,NOR,Norway,Europe,2023,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Other,H2,Iron & Steel,9782.61,Green - Renewables,60.472024,8.468946
Utsira Island,NOR,Norway,Europe,2004,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,10,Green - Renewables,60.472024,8.468946
Nordic Blue Crude,NOR,Norway,Europe,2024,Feasibility study,Electrolysis,Solid Oxide Electrolysis Cells,No,Other,Synfuels,Synfuels,5263.16,Yellow - Mixed Origin Grid Energy,60.472024,8.468946
Acorn Aberdeenshire,GBR,United Kingdom,Europe,2024,Feasibility study,Natural Gas,Autothermal Reforming,Yes,Other,H2,Refining,50150.58,Grey - Nat Gas Reforming,55.378051,-3.435973
Laboratory System at IFE Kjeller Phase 1,NOR,Norway,Europe,2003,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Power,0.7,Pink - Nuclear,60.472024,8.468946
HyDEMO,NOR,Norway,Europe,2025,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Transportation,,Grey - Nat Gas Reforming,60.472024,8.468946
Aurora (former Pilot-E),NOR,Norway,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,,Green - Renewables,60.472024,8.468946
"Green fertilizer project Porsgrunn-Heroya, phase 1",NOR,Norway,Europe,2023,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,Ammonia,Ammonia,5217.39,Pink - Nuclear,60.472024,8.468946
4Kvinnherad Power-to-Gas,NOR,Norway,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,7022.47,Green - Renewables,60.472024,8.468946
Tjeldbergodden Hydrogen,NOR,Norway,Europe,,Feasibility study,Biomass,Membrane Separation Reforming,Yes,Other,H2,Methanol,19.24,Brown - Biomass ,60.472024,8.468946
"Gigastack-Hornsea 2, phase I",GBR,United Kingdom,Europe,,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Refining,19230.77,Pink - Nuclear,55.378051,-3.435973
The Hydrogen office,GBR,United Kingdom,Europe,2010,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Power,5.3,Green - Renewables,55.378051,-3.435973
RABH2,GBR,United Kingdom,Europe,2011,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,1.09,Green - Renewables,55.378051,-3.435973
Air Fuel Synthesis pilot plant,GBR,United Kingdom,Europe,2012,DEMO,Electrolysis,Unknown PtX,No,Other,Synfuels,Synfuels,,Green - Renewables,55.378051,-3.435973
"Aberdeen, Hydrogen bus project",GBR,United Kingdom,Europe,2016,DEMO,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,180,Green - Renewables,55.378051,-3.435973
"Fife, Levenmouth Community Energy Project",GBR,United Kingdom,Europe,2016,Operational,Electrolysis,Unknown PtX,No,Onshore wind,H2,Transportation,82.22,Green - Renewables,55.378051,-3.435973
"PURE Project, Unst",GBR,United Kingdom,Europe,2005,Operational,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,3.26,Green - Renewables,55.378051,-3.435973
Tyseley Energy Park refuelling hub,GBR,United Kingdom,Europe,2021,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Transportation,576.92,Pink - Nuclear,55.378051,-3.435973
H2H Saltend,GBR,United Kingdom,Europe,2026,Feasibility study,Natural Gas,Autothermal Reforming,Yes,Other,H2,Power,175527.02,Grey - Nat Gas Reforming,55.378051,-3.435973
Green Fuels for Denmark - Phase 2,DNK,Denmark,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,Various,Synfuels,20000,Green - Renewables,56.26392,9.501785
Green Fuels for Denmark - Phase 3,DNK,Denmark,Europe,2027,Feasibility study,Electrolysis,Unknown PtX,No,Other,Various,Synfuels,33333.33,Green - Renewables,56.26392,9.501785
Green Hydrogen for Scotland,GBR,United Kingdom,Europe,2023,Under construction,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Transportation,3846.15,Pink - Nuclear,55.378051,-3.435973
H2morrow,DEU,Germany,Europe,2030,Concept,Natural Gas,Steam Reforming,Yes,Other,H2,Iron & Steel,238215.24,Grey - Nat Gas Reforming,51.165691,10.451526
CF Industries - Donaldsonville Nitrogen Complex,USA,United States,North America,2023,FID,Electrolysis,Alkaline Electrolysis,No,Other,Ammonia,Ammonia,4619.36,Green - Renewables,37.09024,-95.712891
Linde - Ontario (California),USA,United States,North America,,FID,Electrolysis,Unknown PtX,No,Other,H2,Transportation,,Green - Renewables,37.09024,-95.712891
Westkuste 100 (Phase 2),DEU,Germany,Europe,2028,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Other,H2,Synfuels,148888.89,Green - Renewables,51.165691,10.451526
"Get H2 Lingen, phase 1",DEU,Germany,Europe,2023,FID,Electrolysis,Alkaline Electrolysis,No,Offshore wind,H2,Refining,2222.22,Green - Renewables,51.165691,10.451526
